,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime_in_seconds,laptime_sum_sectortimes
318,0 days 00:17:26.238000,HAM,44,0 days 00:01:54.598000,1.0,1.0,0 days 00:15:38.298000,,48.045,19.961,46.592,0 days 00:16:19.892000,0 days 00:16:39.806000,0 days 00:17:26.345000,246.0,294.0,300.0,181.0,False,MEDIUM,1.0,True,Ferrari,0 days 00:15:38.298000,2025-03-14 01:31:06.307,1,,False,,False,False,114.598,114.598
319,0 days 00:18:46.794000,HAM,44,0 days 00:01:20.556000,2.0,1.0,,,28.069,18.105,34.382,0 days 00:17:54.307000,0 days 00:18:12.412000,0 days 00:18:46.794000,280.0,316.0,302.0,319.0,True,MEDIUM,2.0,True,Ferrari,0 days 00:17:26.238000,2025-03-14 01:32:54.247,1,,False,,False,True,80.556,80.556
320,0 days 00:20:40.226000,HAM,44,0 days 00:01:53.432000,3.0,1.0,,,41.518,28.796,43.118,0 days 00:19:28.312000,0 days 00:19:57.108000,0 days 00:20:40.226000,198.0,226.0,301.0,223.0,False,MEDIUM,3.0,True,Ferrari,0 days 00:18:46.794000,2025-03-14 01:34:14.803,1,,False,,False,True,113.432,113.43199999999999
321,0 days 00:21:59.316000,HAM,44,0 days 00:01:19.090000,4.0,1.0,,,27.28,18.004,33.806,0 days 00:21:07.506000,0 days 00:21:25.510000,0 days 00:21:59.316000,284.0,316.0,303.0,320.0,True,MEDIUM,4.0,True,Ferrari,0 days 00:20:40.226000,2025-03-14 01:36:08.235,1,,False,,False,True,79.09,79.09
322,0 days 00:24:11.554000,HAM,44,0 days 00:02:12.238000,5.0,1.0,,,49.278,37.002,45.958,0 days 00:22:48.594000,0 days 00:23:25.596000,0 days 00:24:11.554000,127.0,140.0,302.0,214.0,False,MEDIUM,5.0,True,Ferrari,0 days 00:21:59.316000,2025-03-14 01:37:27.325,1,,False,,False,True,132.238,132.238
323,0 days 00:25:29.955000,HAM,44,0 days 00:01:18.401000,6.0,1.0,,,27.047,17.964,33.39,0 days 00:24:38.601000,0 days 00:24:56.565000,0 days 00:25:29.955000,284.0,317.0,302.0,320.0,True,MEDIUM,6.0,True,Ferrari,0 days 00:24:11.554000,2025-03-14 01:39:39.563,1,,False,,False,True,78.401,78.401
324,0 days 00:39:15.386000,HAM,44,,7.0,1.0,,0 days 00:27:11.335000,37.885,26.142,,0 days 00:26:08.141000,0 days 00:26:34.230000,,143.0,275.0,,230.0,False,MEDIUM,7.0,True,Ferrari,0 days 00:25:29.955000,2025-03-14 01:40:57.964,15,,False,,False,False,,
325,0 days 00:41:28.146000,HAM,44,0 days 00:02:12.760000,8.0,2.0,0 days 00:39:41.993000,,73.599,19.08,40.081,0 days 00:40:28.985000,0 days 00:40:48.065000,0 days 00:41:28.146000,259.0,277.0,303.0,159.0,False,MEDIUM,8.0,False,Ferrari,0 days 00:39:41.993000,2025-03-14 01:55:10.002,1,,False,,False,False,132.76,132.76
326,0 days 00:42:54.838000,HAM,44,0 days 00:01:26.692000,9.0,2.0,,,30.209,20.038,36.445,0 days 00:41:58.355000,0 days 00:42:18.393000,0 days 00:42:54.838000,263.0,268.0,303.0,320.0,False,MEDIUM,9.0,False,Ferrari,0 days 00:41:28.146000,2025-03-14 01:56:56.155,1,,False,,False,True,86.692,86.69200000000001
327,0 days 00:51:24.642000,HAM,44,,10.0,2.0,,0 days 00:44:12.209000,27.141,17.886,,0 days 00:43:22.138000,0 days 00:43:40.041000,,284.0,314.0,,321.0,False,MEDIUM,10.0,False,Ferrari,0 days 00:42:54.838000,2025-03-14 01:58:22.847,12,,False,,False,False,,
328,0 days 01:03:46.954000,HAM,44,,11.0,3.0,0 days 00:51:24.642000,0 days 00:53:52,,,,,,,,,,133.0,False,SOFT,1.0,True,Ferrari,0 days 00:51:24.642000,2025-03-14 02:06:52.651,15,,False,,False,False,,
329,0 days 01:05:41.262000,HAM,44,0 days 00:01:54.308000,12.0,4.0,0 days 01:03:49.875000,,52.431,19.06,42.817,0 days 01:04:39.385000,0 days 01:04:58.445000,0 days 01:05:41.262000,255.0,295.0,304.0,108.0,False,SOFT,2.0,False,Ferrari,0 days 01:03:49.875000,2025-03-14 02:19:17.884,1,,False,,False,False,114.308,114.30799999999999
330,0 days 01:06:59.333000,HAM,44,0 days 00:01:18.071000,13.0,4.0,,,27.027,17.737,33.307,0 days 01:06:08.289000,0 days 01:06:26.026000,0 days 01:06:59.333000,284.0,316.0,306.0,321.0,True,SOFT,3.0,False,Ferrari,0 days 01:05:41.262000,2025-03-14 02:21:09.271,1,,False,,False,True,78.071,78.071
331,0 days 01:09:22.387000,HAM,44,0 days 00:02:23.054000,14.0,4.0,,,52.647,36.603,53.804,0 days 01:07:51.980000,0 days 01:08:28.583000,0 days 01:09:22.387000,132.0,140.0,302.0,201.0,False,SOFT,4.0,False,Ferrari,0 days 01:06:59.333000,2025-03-14 02:22:27.342,1,,False,,False,True,143.054,143.054
332,0 days 01:10:40.500000,HAM,44,0 days 00:01:18.113000,15.0,4.0,,,26.989,17.854,33.27,0 days 01:09:49.376000,0 days 01:10:07.230000,0 days 01:10:40.500000,284.0,313.0,299.0,314.0,False,SOFT,5.0,False,Ferrari,0 days 01:09:22.387000,2025-03-14 02:24:50.396,1,,False,,False,True,78.113,78.113
333,0 days 01:12:18.383000,HAM,44,0 days 00:01:37.883000,16.0,4.0,,0 days 01:12:02.012000,29.059,18.927,49.897,0 days 01:11:09.559000,0 days 01:11:28.486000,0 days 01:12:18.383000,266.0,298.0,,289.0,False,SOFT,6.0,False,Ferrari,0 days 01:10:40.500000,2025-03-14 02:26:08.509,1,,False,,False,False,97.883,97.88300000000001
334,0 days 01:13:49.773000,HAM,44,0 days 00:01:31.390000,17.0,5.0,0 days 01:12:20.337000,,35.752,20.262,35.376,0 days 01:12:54.135000,0 days 01:13:14.397000,0 days 01:13:49.773000,249.0,273.0,289.0,231.0,False,MEDIUM,1.0,False,Ferrari,0 days 01:12:18.383000,2025-03-14 02:27:46.392,12,,False,,False,False,91.39,91.39
335,0 days 01:15:10.185000,HAM,44,0 days 00:01:20.412000,18.0,5.0,,,27.883,18.464,34.065,0 days 01:14:17.656000,0 days 01:14:36.120000,0 days 01:15:10.185000,272.0,283.0,290.0,288.0,False,MEDIUM,2.0,False,Ferrari,0 days 01:13:49.773000,2025-03-14 02:29:17.782,21,,False,,False,True,80.412,80.41199999999999
336,0 days 01:17:29.123000,HAM,44,0 days 00:02:18.938000,19.0,5.0,,,28.001,22.369,88.568,0 days 01:15:38.186000,0 days 01:16:00.555000,0 days 01:17:29.123000,,161.0,85.0,285.0,False,MEDIUM,3.0,False,Ferrari,0 days 01:15:10.185000,2025-03-14 02:30:38.194,1,,False,,False,True,138.938,138.938
337,0 days 01:18:52.498000,HAM,44,,20.0,5.0,,0 days 01:18:52.498000,31.581,18.602,,0 days 01:18:00.874000,0 days 01:18:19.512000,,267.0,289.0,,254.0,False,MEDIUM,4.0,False,Ferrari,0 days 01:17:29.123000,2025-03-14 02:32:57.132,1,,False,,False,False,,
338,0 days 00:19:36.382000,SAI,55,0 days 00:01:47.287000,1.0,1.0,0 days 00:17:51.064000,,45.254,19.264,42.769,0 days 00:18:34.573000,0 days 00:18:53.807000,0 days 00:19:37.008000,231.0,306.0,302.0,176.0,False,MEDIUM,1.0,True,Williams,0 days 00:17:51.064000,2025-03-14 01:33:19.073,1,,False,,False,False,107.287,107.287
339,0 days 00:20:56.814000,SAI,55,0 days 00:01:20.432000,2.0,1.0,,,28.019,18.04,34.373,0 days 00:20:04.401000,0 days 00:20:22.441000,0 days 00:20:56.814000,282.0,318.0,305.0,315.0,True,MEDIUM,2.0,True,Williams,0 days 00:19:36.382000,2025-03-14 01:35:04.391,1,,False,,False,True,80.432,80.43199999999999
340,0 days 00:23:12.765000,SAI,55,0 days 00:02:15.951000,3.0,1.0,,,44.5,30.284,61.167,0 days 00:21:41.314000,0 days 00:22:11.598000,0 days 00:23:12.765000,178.0,167.0,305.0,137.0,False,MEDIUM,3.0,True,Williams,0 days 00:20:56.814000,2025-03-14 01:36:24.823,1,,False,,False,True,135.951,135.951
341,0 days 00:24:31.399000,SAI,55,0 days 00:01:18.634000,4.0,1.0,,,27.255,17.753,33.626,0 days 00:23:40.020000,0 days 00:23:57.773000,0 days 00:24:31.399000,284.0,319.0,305.0,321.0,True,MEDIUM,4.0,True,Williams,0 days 00:23:12.765000,2025-03-14 01:38:40.774,1,,False,,False,True,78.634,78.63399999999999
342,0 days 00:26:42.996000,SAI,55,0 days 00:02:11.597000,5.0,1.0,,,50.065,28.234,53.298,0 days 00:25:21.464000,0 days 00:25:49.698000,0 days 00:26:42.996000,216.0,147.0,304.0,107.0,False,MEDIUM,5.0,True,Williams,0 days 00:24:31.399000,2025-03-14 01:39:59.408,1,,False,,False,True,131.597,131.597
343,0 days 00:28:01.403000,SAI,55,0 days 00:01:18.407000,6.0,1.0,,,27.22,17.682,33.505,0 days 00:27:10.216000,0 days 00:27:27.898000,0 days 00:28:01.403000,284.0,318.0,305.0,320.0,True,MEDIUM,6.0,True,Williams,0 days 00:26:42.996000,2025-03-14 01:42:11.005,1,,False,,False,True,78.407,78.40700000000001
344,0 days 00:29:55.994000,SAI,55,0 days 00:01:54.591000,7.0,1.0,,,38.854,23.808,51.929,0 days 00:28:40.257000,0 days 00:29:04.065000,0 days 00:29:55.994000,208.0,223.0,248.0,219.0,False,MEDIUM,7.0,True,Williams,0 days 00:28:01.403000,2025-03-14 01:43:29.412,1,,False,,False,True,114.591,114.59100000000001
345,0 days 00:31:44.573000,SAI,55,0 days 00:01:48.579000,8.0,1.0,,,39.694,25.928,42.957,0 days 00:30:35.688000,0 days 00:31:01.616000,0 days 00:31:44.573000,192.0,204.0,304.0,186.0,False,MEDIUM,8.0,True,Williams,0 days 00:29:55.994000,2025-03-14 01:45:24.003,1,,False,,False,True,108.579,108.57900000000001
346,0 days 00:42:49.156000,SAI,55,,9.0,1.0,,0 days 00:33:06.754000,27.508,17.763,,0 days 00:32:12.233000,0 days 00:32:30.145000,,286.0,317.0,,319.0,False,MEDIUM,9.0,True,Williams,0 days 00:31:44.573000,2025-03-14 01:47:12.582,15,,False,,False,False,,
347,0 days 00:44:45.017000,SAI,55,0 days 00:01:55.861000,10.0,2.0,0 days 00:42:51.315000,,42.46,19.423,53.978,0 days 00:43:31.616000,0 days 00:43:51.039000,0 days 00:44:45.017000,262.0,301.0,304.0,162.0,False,SOFT,1.0,True,Williams,0 days 00:42:51.315000,2025-03-14 01:58:19.324,12,,False,,False,False,115.861,115.86099999999999
348,0 days 00:46:02.936000,SAI,55,0 days 00:01:17.919000,11.0,2.0,,,26.906,17.714,33.299,0 days 00:45:11.923000,0 days 00:45:29.637000,0 days 00:46:02.936000,282.0,315.0,309.0,320.0,True,SOFT,2.0,True,Williams,0 days 00:44:45.017000,2025-03-14 02:00:13.026,1,,False,,False,True,77.919,77.919
349,0 days 00:47:59.002000,SAI,55,0 days 00:01:56.066000,12.0,2.0,,,39.096,26.925,50.045,0 days 00:46:42.032000,0 days 00:47:08.957000,0 days 00:47:59.002000,233.0,208.0,221.0,223.0,False,SOFT,3.0,True,Williams,0 days 00:46:02.936000,2025-03-14 02:01:30.945,1,,False,,False,True,116.066,116.066
350,0 days 00:50:11.568000,SAI,55,0 days 00:02:12.566000,13.0,2.0,,,47.884,34.123,50.559,0 days 00:48:46.886000,0 days 00:49:21.009000,0 days 00:50:11.568000,216.0,137.0,304.0,157.0,False,SOFT,4.0,True,Williams,0 days 00:47:59.002000,2025-03-14 02:03:27.011,1,,False,,False,True,132.566,132.566
351,0 days 00:51:28.969000,SAI,55,0 days 00:01:17.401000,14.0,2.0,,,26.708,17.585,33.108,0 days 00:50:38.276000,0 days 00:50:55.861000,0 days 00:51:28.969000,285.0,317.0,305.0,320.0,True,SOFT,5.0,True,Williams,0 days 00:50:11.568000,2025-03-14 02:05:39.577,1,,False,,False,True,77.401,77.401
352,0 days 01:03:54.171000,SAI,55,,15.0,2.0,,0 days 00:53:53.114000,,,,,,,,,,258.0,False,SOFT,6.0,True,Williams,0 days 00:51:28.969000,2025-03-14 02:06:56.978,15,,False,,False,False,,
353,0 days 01:06:02.792000,SAI,55,0 days 00:02:08.621000,16.0,3.0,0 days 01:03:59.792000,,64.649,18.954,45.018,0 days 01:04:58.820000,0 days 01:05:17.774000,0 days 01:06:02.792000,267.0,313.0,288.0,181.0,False,MEDIUM,10.0,False,Williams,0 days 01:03:59.792000,2025-03-14 02:19:27.801,1,,False,,False,False,128.621,128.621
354,0 days 01:07:27.379000,SAI,55,0 days 00:01:24.587000,17.0,3.0,,,28.619,18.413,37.555,0 days 01:06:31.411000,0 days 01:06:49.824000,0 days 01:07:27.379000,271.0,296.0,290.0,304.0,False,MEDIUM,11.0,False,Williams,0 days 01:06:02.792000,2025-03-14 02:21:30.801,1,,False,,False,True,84.587,84.58699999999999
355,0 days 01:08:50.412000,SAI,55,0 days 00:01:23.033000,18.0,3.0,,,28.628,18.701,35.704,0 days 01:07:56.007000,0 days 01:08:14.708000,0 days 01:08:50.412000,270.0,295.0,290.0,307.0,False,MEDIUM,12.0,False,Williams,0 days 01:07:27.379000,2025-03-14 02:22:55.388,1,,False,,False,True,83.033,83.033
356,0 days 01:10:13.545000,SAI,55,0 days 00:01:23.133000,19.0,3.0,,,28.846,18.475,35.812,0 days 01:09:19.258000,0 days 01:09:37.733000,0 days 01:10:13.545000,264.0,289.0,289.0,304.0,False,MEDIUM,13.0,False,Williams,0 days 01:08:50.412000,2025-03-14 02:24:18.421,1,,False,,False,True,83.133,83.133
357,0 days 01:11:36.558000,SAI,55,0 days 00:01:23.013000,20.0,3.0,,,28.804,18.347,35.862,0 days 01:10:42.349000,0 days 01:11:00.696000,0 days 01:11:36.558000,272.0,301.0,291.0,305.0,False,MEDIUM,14.0,False,Williams,0 days 01:10:13.545000,2025-03-14 02:25:41.554,1,,False,,False,True,83.013,83.013
358,0 days 01:12:59.558000,SAI,55,0 days 00:01:23,21.0,3.0,,,28.871,18.389,35.74,0 days 01:12:05.429000,0 days 01:12:23.818000,0 days 01:12:59.558000,269.0,297.0,290.0,308.0,False,MEDIUM,15.0,False,Williams,0 days 01:11:36.558000,2025-03-14 02:27:04.567,1,,False,,False,True,83.0,83.0
359,0 days 01:14:22.856000,SAI,55,0 days 00:01:23.298000,22.0,3.0,,,29.037,18.354,35.907,0 days 01:13:28.595000,0 days 01:13:46.949000,0 days 01:14:22.856000,270.0,304.0,290.0,304.0,False,MEDIUM,16.0,False,Williams,0 days 01:12:59.558000,2025-03-14 02:28:27.567,12,,False,,False,True,83.298,83.298
360,0 days 01:15:46.751000,SAI,55,0 days 00:01:23.895000,23.0,3.0,,,28.768,19.326,35.801,0 days 01:14:51.624000,0 days 01:15:10.950000,0 days 01:15:46.751000,272.0,296.0,290.0,,False,MEDIUM,17.0,False,Williams,0 days 01:14:22.856000,2025-03-14 02:29:50.865,1,,False,,False,True,83.895,83.89500000000001
361,0 days 01:18:17.203000,SAI,55,,24.0,3.0,,,37.226,26.068,87.115,0 days 01:16:24.116000,0 days 01:16:50.177000,0 days 01:18:17.203000,202.0,192.0,141.0,302.0,False,MEDIUM,18.0,False,Williams,0 days 01:15:46.751000,2025-03-14 02:31:14.760,1,,False,,False,False,,150.409
362,0 days 01:19:54.866000,SAI,55,,25.0,3.0,,0 days 01:19:54.866000,34.233,21.757,,0 days 01:18:51.487000,0 days 01:19:13.315000,,237.0,258.0,,248.0,False,MEDIUM,19.0,False,Williams,0 days 01:18:17.203000,2025-03-14 02:33:45.212,1,,False,,False,False,,
363,0 days 00:18:00.161000,RUS,63,0 days 00:01:36.833000,1.0,1.0,0 days 00:16:25.291000,,38.811,19.386,38.636,0 days 00:17:02.430000,0 days 00:17:21.834000,0 days 00:18:00.385000,207.0,321.0,298.0,188.0,False,MEDIUM,1.0,True,Mercedes,0 days 00:16:25.291000,2025-03-14 01:31:53.300,1,,False,,False,False,96.833,96.833
364,0 days 00:19:25.644000,RUS,63,0 days 00:01:25.483000,2.0,1.0,,,30.4,19.184,35.899,0 days 00:18:30.561000,0 days 00:18:49.745000,0 days 00:19:25.644000,265.0,304.0,303.0,307.0,True,MEDIUM,2.0,True,Mercedes,0 days 00:18:00.161000,2025-03-14 01:33:28.170,1,,False,,False,True,85.483,85.483
365,0 days 00:20:45.930000,RUS,63,0 days 00:01:20.286000,3.0,1.0,,,27.844,17.95,34.492,0 days 00:19:53.488000,0 days 00:20:11.438000,0 days 00:20:45.930000,284.0,318.0,302.0,319.0,True,MEDIUM,3.0,True,Mercedes,0 days 00:19:25.644000,2025-03-14 01:34:53.653,1,,False,,False,True,80.286,80.286
366,0 days 00:23:01.978000,RUS,63,0 days 00:02:16.048000,4.0,1.0,,,47.22,32.243,56.585,0 days 00:21:33.150000,0 days 00:22:05.393000,0 days 00:23:01.978000,123.0,141.0,302.0,145.0,False,MEDIUM,4.0,True,Mercedes,0 days 00:20:45.930000,2025-03-14 01:36:13.939,1,,False,,False,True,136.048,136.048
367,0 days 00:24:21.115000,RUS,63,0 days 00:01:19.137000,5.0,1.0,,,27.428,17.757,33.952,0 days 00:23:29.406000,0 days 00:23:47.163000,0 days 00:24:21.115000,283.0,317.0,302.0,319.0,True,MEDIUM,5.0,True,Mercedes,0 days 00:23:01.978000,2025-03-14 01:38:29.987,1,,False,,False,True,79.137,79.137
368,0 days 00:26:31.978000,RUS,63,0 days 00:02:10.863000,6.0,1.0,,0 days 00:26:12.727000,40.336,25.601,64.926,0 days 00:25:01.451000,0 days 00:25:27.052000,0 days 00:26:31.978000,147.0,236.0,,240.0,False,MEDIUM,6.0,True,Mercedes,0 days 00:24:21.115000,2025-03-14 01:39:49.124,1,,False,,False,False,130.863,130.863
369,0 days 00:28:30.161000,RUS,63,0 days 00:01:58.183000,7.0,2.0,0 days 00:26:34.043000,,44.886,24.669,48.628,0 days 00:27:16.864000,0 days 00:27:41.533000,0 days 00:28:30.161000,241.0,214.0,302.0,185.0,False,MEDIUM,7.0,False,Mercedes,0 days 00:26:31.978000,2025-03-14 01:41:59.987,1,,False,,False,False,118.183,118.183
370,0 days 00:29:48.191000,RUS,63,0 days 00:01:18.030000,8.0,2.0,,,26.955,17.664,33.411,0 days 00:28:57.116000,0 days 00:29:14.780000,0 days 00:29:48.191000,285.0,316.0,304.0,318.0,True,MEDIUM,8.0,False,Mercedes,0 days 00:28:30.161000,2025-03-14 01:43:58.170,1,,False,,False,True,78.03,78.03
371,0 days 00:32:07.517000,RUS,63,0 days 00:02:19.326000,9.0,2.0,,,45.024,34.638,59.664,0 days 00:30:33.215000,0 days 00:31:07.853000,0 days 00:32:07.517000,173.0,140.0,303.0,228.0,False,MEDIUM,9.0,False,Mercedes,0 days 00:29:48.191000,2025-03-14 01:45:16.200,1,,False,,False,True,139.326,139.32600000000002
372,0 days 00:42:12.880000,RUS,63,,10.0,2.0,,0 days 00:33:32.343000,26.814,17.567,,0 days 00:32:34.480000,0 days 00:32:52.082000,,285.0,318.0,,319.0,False,MEDIUM,10.0,False,Mercedes,0 days 00:32:07.517000,2025-03-14 01:47:35.526,15,,False,,False,False,,
373,0 days 00:43:55.923000,RUS,63,0 days 00:01:43.043000,11.0,3.0,0 days 00:42:16.020000,,40.339,19.911,42.793,0 days 00:42:53.219000,0 days 00:43:13.130000,0 days 00:43:55.923000,257.0,300.0,306.0,185.0,False,SOFT,1.0,True,Mercedes,0 days 00:42:16.020000,2025-03-14 01:57:44.029,12,,False,,False,False,103.043,103.043
374,0 days 00:45:13.639000,RUS,63,0 days 00:01:17.716000,12.0,3.0,,,26.768,17.624,33.324,0 days 00:44:22.691000,0 days 00:44:40.315000,0 days 00:45:13.639000,284.0,315.0,306.0,322.0,True,SOFT,2.0,True,Mercedes,0 days 00:43:55.923000,2025-03-14 01:59:23.932,1,,False,,False,True,77.716,77.716
375,0 days 00:47:45.454000,RUS,63,,13.0,3.0,,,53.978,40.739,56.941,0 days 00:46:07.862000,0 days 00:46:48.580000,0 days 00:47:45.487000,118.0,130.0,302.0,229.0,False,SOFT,3.0,True,Mercedes,0 days 00:45:13.639000,2025-03-14 02:00:41.648,1,,False,,False,False,,151.65800000000002
376,0 days 00:49:36.128000,RUS,63,0 days 00:01:50.674000,14.0,3.0,,,26.807,33.037,50.83,0 days 00:48:12.261000,0 days 00:48:45.298000,0 days 00:49:36.128000,284.0,135.0,278.0,320.0,False,SOFT,4.0,True,Mercedes,0 days 00:47:45.454000,2025-03-14 02:03:13.463,1,,False,,False,True,110.674,110.67399999999999
377,0 days 00:51:34.462000,RUS,63,0 days 00:01:58.334000,15.0,3.0,,,42.04,23.696,52.598,0 days 00:50:18.168000,0 days 00:50:41.864000,0 days 00:51:34.462000,223.0,175.0,304.0,274.0,False,SOFT,5.0,True,Mercedes,0 days 00:49:36.128000,2025-03-14 02:05:04.137,1,,False,,False,True,118.334,118.334
378,0 days 01:02:50.962000,RUS,63,,16.0,3.0,,0 days 00:53:44.828000,,,,,,,,,,320.0,False,SOFT,6.0,True,Mercedes,0 days 00:51:34.462000,2025-03-14 02:07:02.471,15,,False,,False,False,,
379,0 days 01:05:03.023000,RUS,63,0 days 00:02:12.061000,17.0,4.0,0 days 01:03:34.053000,,77.296,18.759,36.006,0 days 01:04:08.258000,0 days 01:04:27.017000,0 days 01:05:03.023000,268.0,289.0,288.0,220.0,False,MEDIUM,11.0,False,Mercedes,0 days 01:03:34.053000,2025-03-14 02:19:02.062,1,,False,,False,False,132.061,132.061
380,0 days 01:06:25.434000,RUS,63,0 days 00:01:22.411000,18.0,4.0,,,28.46,18.368,35.583,0 days 01:05:31.483000,0 days 01:05:49.851000,0 days 01:06:25.434000,279.0,299.0,291.0,301.0,False,MEDIUM,12.0,False,Mercedes,0 days 01:05:03.023000,2025-03-14 02:20:31.032,1,,False,,False,True,82.411,82.411
381,0 days 01:07:47.961000,RUS,63,0 days 00:01:22.527000,19.0,4.0,,,28.591,18.176,35.76,0 days 01:06:54.025000,0 days 01:07:12.201000,0 days 01:07:47.961000,271.0,316.0,289.0,307.0,False,MEDIUM,13.0,False,Mercedes,0 days 01:06:25.434000,2025-03-14 02:21:53.443,1,,False,,False,True,82.527,82.52699999999999
382,0 days 01:09:11.058000,RUS,63,0 days 00:01:23.097000,20.0,4.0,,,28.595,18.463,36.039,0 days 01:08:16.556000,0 days 01:08:35.019000,0 days 01:09:11.058000,270.0,290.0,287.0,295.0,False,MEDIUM,14.0,False,Mercedes,0 days 01:07:47.961000,2025-03-14 02:23:15.970,1,,False,,False,True,83.097,83.09700000000001
383,0 days 01:10:33.252000,RUS,63,0 days 00:01:22.194000,21.0,4.0,,,28.627,18.339,35.228,0 days 01:09:39.685000,0 days 01:09:58.024000,0 days 01:10:33.252000,274.0,295.0,291.0,303.0,False,MEDIUM,15.0,False,Mercedes,0 days 01:09:11.058000,2025-03-14 02:24:39.067,1,,False,,False,True,82.194,82.19399999999999
384,0 days 01:11:55.476000,RUS,63,0 days 00:01:22.224000,22.0,4.0,,,28.49,18.177,35.557,0 days 01:11:01.742000,0 days 01:11:19.919000,0 days 01:11:55.476000,276.0,300.0,296.0,293.0,False,MEDIUM,16.0,False,Mercedes,0 days 01:10:33.252000,2025-03-14 02:26:01.261,1,,False,,False,True,82.224,82.224
385,0 days 01:13:18.817000,RUS,63,0 days 00:01:23.341000,23.0,4.0,,,28.403,18.246,36.692,0 days 01:12:23.879000,0 days 01:12:42.125000,0 days 01:13:18.817000,277.0,299.0,290.0,318.0,False,MEDIUM,17.0,False,Mercedes,0 days 01:11:55.476000,2025-03-14 02:27:23.485,1,,False,,False,True,83.341,83.34100000000001
386,0 days 01:15:37.384000,RUS,63,0 days 00:02:18.567000,24.0,4.0,,,59.512,26.879,52.176,0 days 01:14:18.329000,0 days 01:14:45.208000,0 days 01:15:37.384000,161.0,205.0,204.0,300.0,False,MEDIUM,18.0,False,Mercedes,0 days 01:13:18.817000,2025-03-14 02:28:46.826,12,,False,,False,True,138.567,138.567
387,0 days 01:18:21.811000,RUS,63,,25.0,4.0,,,41.478,27.076,95.778,0 days 01:16:19.091000,0 days 01:16:46.139000,0 days 01:18:21.811000,184.0,262.0,82.0,189.0,False,MEDIUM,19.0,False,Mercedes,0 days 01:15:37.384000,2025-03-14 02:31:05.393,1,,False,,False,False,,164.332
388,0 days 01:20:17.057000,RUS,63,,26.0,4.0,,0 days 01:20:17.057000,44.32,27.599,,0 days 01:19:06.156000,0 days 01:19:33.713000,,200.0,193.0,,117.0,False,MEDIUM,20.0,False,Mercedes,0 days 01:18:21.811000,2025-03-14 02:33:49.820,1,,False,,False,False,,
389,0 days 00:17:51.657000,PIA,81,0 days 00:01:55.069000,1.0,1.0,0 days 00:16:01.494000,,49.392,19.512,46.165,0 days 00:16:46.183000,0 days 00:17:05.707000,0 days 00:17:51.807000,258.0,306.0,300.0,123.0,False,MEDIUM,1.0,True,McLaren,0 days 00:16:01.494000,2025-03-14 01:31:29.503,1,,False,,False,False,115.069,115.06899999999999
390,0 days 00:19:11.799000,PIA,81,0 days 00:01:20.142000,2.0,1.0,,,28.268,17.826,34.048,0 days 00:18:19.925000,0 days 00:18:37.751000,0 days 00:19:11.799000,281.0,320.0,303.0,318.0,True,MEDIUM,2.0,True,McLaren,0 days 00:17:51.657000,2025-03-14 01:33:19.666,1,,False,,False,True,80.142,80.142
391,0 days 00:21:20.147000,PIA,81,0 days 00:02:08.348000,3.0,1.0,,,38.444,31.074,58.83,0 days 00:19:50.243000,0 days 00:20:21.317000,0 days 00:21:20.147000,235.0,108.0,302.0,253.0,False,MEDIUM,3.0,True,McLaren,0 days 00:19:11.799000,2025-03-14 01:34:39.808,1,,False,,False,True,128.348,128.348
392,0 days 00:22:38.846000,PIA,81,0 days 00:01:18.699000,4.0,1.0,,,27.551,17.626,33.522,0 days 00:21:47.698000,0 days 00:22:05.324000,0 days 00:22:38.846000,282.0,319.0,304.0,321.0,True,MEDIUM,4.0,True,McLaren,0 days 00:21:20.147000,2025-03-14 01:36:48.156,1,,False,,False,True,78.699,78.699
393,0 days 00:32:34.557000,PIA,81,,5.0,1.0,,0 days 00:24:36.126000,40.656,28.011,,0 days 00:23:19.723000,0 days 00:23:47.742000,,215.0,157.0,,268.0,False,MEDIUM,5.0,True,McLaren,0 days 00:22:38.846000,2025-03-14 01:38:06.855,1,,False,,False,False,,
394,0 days 00:38:52.221000,PIA,81,,6.0,2.0,0 days 00:32:34.557000,0 days 00:34:48.352000,,,,,,,,,,192.0,False,MEDIUM,6.0,False,McLaren,0 days 00:32:34.557000,2025-03-14 01:48:02.566,15,,False,,False,False,,
395,0 days 00:41:09.658000,PIA,81,0 days 00:02:17.437000,7.0,3.0,0 days 00:39:35.403000,,80.385,19.216,37.836,0 days 00:40:12.606000,0 days 00:40:31.822000,0 days 00:41:09.658000,266.0,300.0,302.0,178.0,False,MEDIUM,7.0,False,McLaren,0 days 00:39:35.403000,2025-03-14 01:55:03.412,1,,False,,False,False,137.437,137.437
396,0 days 00:42:28.152000,PIA,81,0 days 00:01:18.494000,8.0,3.0,,,27.251,17.877,33.366,0 days 00:41:36.909000,0 days 00:41:54.786000,0 days 00:42:28.152000,284.0,314.0,303.0,319.0,True,MEDIUM,8.0,False,McLaren,0 days 00:41:09.658000,2025-03-14 01:56:37.667,1,,False,,False,True,78.494,78.494
